,batting_team,bowling_team,current_score,wickets_left,crr,city,balls_left,last_five,target
10105,South Africa,India,80,9,7.74,Chandigarh,58,46.0,150
30216,South Africa,New Zealand,131,4,8.93,Auckland,32,54.0,166
10006,Australia,South Africa,137,8,9.45,Cape Town,33,31.0,194
50064,Sri Lanka,Pakistan,21,10,4.67,Mirpur,93,21.0,151
46888,England,West Indies,37,10,8.88,Mumbai,95,37.0,183
25360,Australia,Sri Lanka,31,6,6.2,Barbados,90,30.0,169
6943,Sri Lanka,South Africa,110,5,6.29,Cape Town,15,30.0,135
50337,Australia,Sri Lanka,166,8,11.86,Pallekele,36,68.0,264
12160,England,Pakistan,116,7,8.59,Manchester,39,63.0,132
17991,India,Pakistan,107,7,7.47,Johannesburg,34,44.0,158
45513,England,Pakistan,92,7,7.26,Manchester,44,30.0,136
40214,South Africa,England,34,10,8.87,Chittagong,97,34.0,197
27912,New Zealand,Sri Lanka,0,10,0.0,Lauderhill,119,0.0,82
16080,Bangladesh,South Africa,78,5,9.55,Cape Town,71,33.0,145
16867,Australia,Pakistan,115,6,8.12,Johannesburg,35,34.0,165
47535,South Africa,Afghanistan,97,8,8.43,Mumbai,51,30.0,210
21345,England,West Indies,112,7,7.91,London,35,35.0,162
44093,Pakistan,Sri Lanka,14,9,4.42,Colombo,101,14.0,176
13703,Pakistan,New Zealand,23,8,6.27,Hamilton,98,23.0,164
23374,New Zealand,Sri Lanka,17,10,6.0,Colombo,103,17.0,171
6532,South Africa,Pakistan,119,9,9.52,Cape Town,45,53.0,193
37773,England,West Indies,127,7,7.86,Barbados,23,27.0,166
948,India,England,105,7,7.41,Nagpur,35,47.0,145
44699,India,Australia,15,10,9.0,Adelaide,110,15.0,189
24295,South Africa,Afghanistan,90,5,6.28,Barbados,34,18.0,140
30167,South Africa,New Zealand,56,8,8.62,Auckland,81,42.0,166
44952,Australia,India,16,9,6.86,Sydney,106,16.0,198
37055,Sri Lanka,Bangladesh,184,5,9.68,Pallekele,6,66.0,199
22547,Sri Lanka,India,76,9,8.14,Colombo,64,32.0,172
1814,New Zealand,Australia,62,5,4.83,Sydney,43,22.0,118
41501,Pakistan,South Africa,67,8,6.38,Cape Town,57,39.0,177
29151,South Africa,Australia,6,9,3.0,Cape Town,108,6.0,147
48691,England,Sri Lanka,162,6,8.38,Delhi,4,63.0,172
5653,Bangladesh,India,59,8,7.08,Colombo,70,37.0,140
14160,England,Australia,152,5,8.77,Southampton,16,45.0,180
43354,England,South Africa,21,9,5.25,Johannesburg,96,21.0,172
890,India,England,36,9,7.45,Nagpur,91,36.0,145
14282,South Africa,New Zealand,119,3,6.93,Johannesburg,17,19.0,134
44413,Australia,South Africa,114,4,7.52,Durban,29,25.0,158
35947,New Zealand,England,88,7,6.86,Wellington,43,39.0,140
4567,India,New Zealand,98,10,8.4,Delhi,50,45.0,203
30788,Pakistan,England,65,9,8.12,Dubai,72,29.0,145
28886,West Indies,Pakistan,1,10,3.0,St Lucia,118,1.0,151
24257,South Africa,Afghanistan,61,8,7.47,Barbados,71,30.0,140
48909,Afghanistan,West Indies,67,5,4.67,Nagpur,34,17.0,124
35735,England,New Zealand,195,5,10.83,Auckland,12,51.0,215
44199,Sri Lanka,Pakistan,1,10,6.0,Colombo,119,1.0,173
33646,Sri Lanka,Pakistan,63,9,6.1,Colombo,58,33.0,140
23852,Pakistan,Bangladesh,18,10,9.82,St Lucia,109,18.0,173
30663,Sri Lanka,Pakistan,71,8,9.91,Abu Dhabi,77,48.0,142
33724,West Indies,Australia,14,10,5.6,Colombo,105,14.0,206
16670,New Zealand,England,16,9,7.38,Durban,107,16.0,165
30021,New Zealand,South Africa,24,10,8.0,Hamilton,102,24.0,174
33022,Pakistan,India,50,6,5.77,Colombo,68,20.0,129
31126,West Indies,Bangladesh,21,10,6.63,Mirpur,101,21.0,133
36882,India,Pakistan,83,9,7.01,Bangalore,49,33.0,134
6375,South Africa,Sri Lanka,25,9,7.5,Colombo,100,25.0,99
27573,Australia,England,35,10,7.5,Adelaide,92,35.0,158
31467,New Zealand,Bangladesh,154,8,8.72,Pallekele,14,50.0,192
41553,Pakistan,South Africa,163,7,8.73,Cape Town,8,54.0,177
21193,England,India,71,9,7.1,London,60,37.0,154
40721,Bangladesh,Australia,13,8,3.0,Mirpur,94,13.0,154
16801,Australia,Pakistan,31,9,9.3,Johannesburg,100,31.0,165
18221,New Zealand,England,79,5,5.45,Manchester,33,27.0,124
18454,New Zealand,South Africa,75,6,6.25,Johannesburg,48,26.0,130
17088,New Zealand,South Africa,76,7,7.6,Durban,60,32.0,154
2039,New Zealand,England,64,9,7.38,Wellington,68,32.0,197
9940,Australia,South Africa,54,10,12.96,Cape Town,95,54.0,194
43041,South Africa,Australia,62,6,4.83,Melbourne,43,18.0,102
19407,Australia,South Africa,7,10,8.4,Melbourne,115,7.0,183
39101,Pakistan,India,35,9,5.53,Mirpur,82,30.0,131
39432,Pakistan,Australia,185,5,9.49,Mirpur,3,48.0,192
21281,England,West Indies,27,9,7.04,London,97,27.0,162
20585,England,South Africa,56,7,5.09,Nottingham,54,30.0,112
20667,Sri Lanka,Pakistan,32,10,9.14,London,99,32.0,151
19009,Australia,England,67,7,6.28,Manchester,56,24.0,146
15361,West Indies,England,107,8,8.68,London,46,51.0,170
12422,Pakistan,England,183,6,9.47,Manchester,4,51.0,191
35133,India,England,171,3,8.77,Mumbai,3,62.0,178
28475,New Zealand,Pakistan,99,7,7.33,Hamilton,39,34.0,186
43729,New Zealand,South Africa,41,10,8.79,Durban,92,41.0,152
27933,New Zealand,Sri Lanka,9,6,2.57,Lauderhill,99,9.0,82
5217,India,South Africa,164,6,8.79,Centurion,8,50.0,189
49837,Sri Lanka,India,32,7,4.47,Mirpur,77,25.0,139
23918,Pakistan,Bangladesh,111,10,8.65,St Lucia,43,54.0,173
16609,Pakistan,Sri Lanka,106,7,8.37,Johannesburg,44,60.0,190
16432,South Africa,England,33,9,7.92,Cape Town,95,33.0,155
2441,New Zealand,Australia,99,4,8.37,Auckland,49,33.0,151
2999,Pakistan,West Indies,12,8,6.55,Trinidad,109,12.0,138
46437,South Africa,Sri Lanka,15,10,10.0,Centurion,111,15.0,127
33339,Sri Lanka,England,169,4,8.45,Pallekele,0,43.0,170
28882,Pakistan,South Africa,112,1,5.74,Abu Dhabi,3,21.0,120
13593,Pakistan,New Zealand,29,6,4.97,Auckland,85,23.0,154
46177,New Zealand,Pakistan,196,4,9.8,Wellington,0,63.0,197
43694,South Africa,Bangladesh,150,6,7.96,Mirpur,7,32.0,170
48180,India,Bangladesh,114,5,7.12,Bangalore,24,41.0,147
17965,India,Pakistan,69,8,6.79,Johannesburg,59,29.0,158
8923,New Zealand,Pakistan,106,6,6.91,Dubai,28,38.0,154
23749,Afghanistan,India,29,8,5.61,St Lucia,89,29.0,116
39652,South Africa,New Zealand,97,7,7.01,Chittagong,37,40.0,171
43858,New Zealand,South Africa,53,9,8.83,Centurion,84,46.0,178
26542,New Zealand,Australia,113,3,6.11,Wellington,9,39.0,119
21380,England,West Indies,155,4,7.82,London,1,39.0,162
34224,Pakistan,Bangladesh,98,5,6.92,Mirpur,35,34.0,136
13087,Australia,India,59,9,10.41,Sydney,86,46.0,195
44082,Pakistan,Sri Lanka,8,10,5.33,Colombo,111,8.0,176
5842,Sri Lanka,Bangladesh,174,6,10.24,Colombo,18,49.0,215
49631,Pakistan,India,52,3,4.46,Mirpur,50,17.0,84
42779,New Zealand,Pakistan,60,7,5.62,Dubai,56,18.0,145
23154,Pakistan,Sri Lanka,56,8,7.81,Colombo,77,33.0,173
6011,India,Bangladesh,29,10,6.69,Colombo,94,29.0,177
35322,Australia,England,96,9,10.47,Southampton,65,56.0,249
49293,India,West Indies,139,8,8.51,Mumbai,22,44.0,193
44657,South Africa,Australia,121,7,8.25,Cape Town,32,36.0,179
31749,Pakistan,New Zealand,22,10,6.6,Pallekele,100,22.0,178
4255,England,India,16,10,10.67,Manchester,111,16.0,160
44647,South Africa,Australia,109,8,8.38,Cape Town,42,34.0,179
22713,England,South Africa,156,7,10.06,Johannesburg,27,63.0,203
48605,England,Sri Lanka,34,9,6.0,Delhi,86,30.0,172
12268,Pakistan,England,127,8,8.56,Manchester,31,40.0,196
2403,New Zealand,Australia,59,8,10.73,Auckland,87,49.0,151
9174,West Indies,India,79,3,4.79,Kolkata,21,26.0,110
29039,India,West Indies,21,9,4.5,Trinidad,92,21.0,160
29178,South Africa,Australia,38,8,5.85,Cape Town,81,34.0,147
32180,New Zealand,Sri Lanka,99,9,8.14,Pallekele,47,43.0,175
22626,England,South Africa,4,9,2.67,Johannesburg,111,4.0,203
8979,Pakistan,New Zealand,26,10,5.57,Dubai,92,26.0,167
14761,Australia,England,155,5,10.57,Sydney,32,45.0,222
49497,India,Bangladesh,51,7,5.19,Mirpur,61,28.0,167
21569,South Africa,India,70,8,6.67,Nottingham,57,25.0,131
23945,Pakistan,Bangladesh,152,9,8.77,St Lucia,16,47.0,173
35847,New Zealand,England,142,6,8.69,Hamilton,22,40.0,193
43425,England,South Africa,141,7,9.2,Johannesburg,28,66.0,172
13363,West Indies,New Zealand,90,5,10.19,Auckland,67,32.0,181
20263,Australia,Sri Lanka,146,3,7.75,Nottingham,7,59.0,160
47001,Pakistan,Bangladesh,26,9,10.4,Kolkata,105,26.0,202
44436,Australia,South Africa,152,2,8.0,Durban,6,43.0,158
26526,New Zealand,Australia,104,5,6.5,Wellington,24,50.0,119
28354,Pakistan,New Zealand,94,3,6.64,Auckland,35,26.0,144
42991,South Africa,Australia,24,8,5.33,Melbourne,93,24.0,102
48409,South Africa,West Indies,82,5,6.23,Nagpur,41,35.0,123
16791,Australia,Pakistan,13,9,6.5,Johannesburg,108,13.0,165
15511,West Indies,South Africa,176,8,11.0,Johannesburg,24,50.0,206
12064,England,Australia,134,5,7.58,Southampton,14,43.0,146
48836,Afghanistan,West Indies,9,9,4.15,Nagpur,107,9.0,124
8439,Pakistan,Australia,130,5,7.65,Abu Dhabi,18,37.0,156
43710,New Zealand,South Africa,5,10,3.33,Durban,111,5.0,152
17007,Sri Lanka,Bangladesh,110,5,6.41,Johannesburg,17,27.0,148
40573,Sri Lanka,New Zealand,1,10,6.0,Chittagong,119,1.0,120
25607,New Zealand,England,33,9,6.19,St Lucia,88,33.0,150
18060,India,Australia,23,6,4.31,Melbourne,88,18.0,75
15883,India,Pakistan,115,4,7.11,Durban,23,44.0,142
39949,Australia,West Indies,11,10,6.6,Mirpur,110,11.0,179
3713,New Zealand,West Indies,37,9,11.1,Mount Maunganui,100,37.0,103
48905,Afghanistan,West Indies,66,5,4.83,Nagpur,38,23.0,124
246,Australia,Sri Lanka,185,4,9.49,Adelaide,3,52.0,188
30627,Sri Lanka,Pakistan,18,10,9.0,Abu Dhabi,108,18.0,142
3731,New Zealand,West Indies,86,8,13.95,Mount Maunganui,83,79.0,103
6817,Pakistan,South Africa,143,4,8.17,Centurion,15,43.0,169
22180,New Zealand,West Indies,73,7,7.3,Auckland,60,36.0,156
32237,West Indies,England,6,10,5.14,Pallekele,113,6.0,180
42106,Pakistan,Australia,34,6,4.74,Dubai,77,21.0,97
46786,New Zealand,India,46,7,5.41,Nagpur,69,29.0,127
47643,Sri Lanka,West Indies,49,5,5.44,Bangalore,66,19.0,123
13987,South Africa,England,65,7,6.61,Cape Town,61,30.0,192
28503,New Zealand,Pakistan,174,6,9.58,Hamilton,11,77.0,186
17033,New Zealand,South Africa,4,10,3.0,Durban,112,4.0,154
9284,Australia,Sri Lanka,170,9,11.86,Adelaide,34,74.0,234
307,New Zealand,Bangladesh,76,7,8.14,Mount Maunganui,64,34.0,196
1539,Pakistan,West Indies,59,8,7.08,Dubai,70,41.0,161
43242,England,South Africa,50,9,8.33,Cape Town,84,36.0,135
44124,Pakistan,Sri Lanka,61,8,7.32,Colombo,70,46.0,176
22967,Australia,Pakistan,99,2,5.94,Dubai,20,18.0,109
28349,Pakistan,New Zealand,89,3,6.68,Auckland,40,23.0,144
43865,New Zealand,South Africa,65,9,9.07,Centurion,77,56.0,178
5104,India,South Africa,203,5,10.07,Johannesburg,0,40.0,204
49403,England,West Indies,113,3,7.7,Kolkata,32,48.0,156
41085,South Africa,India,15,9,5.62,Mirpur,104,15.0,173
45609,New Zealand,Sri Lanka,79,10,9.48,Mount Maunganui,70,31.0,183
11390,India,New Zealand,68,9,7.85,Mount Maunganui,68,39.0,164
49600,Pakistan,India,35,7,5.38,Mirpur,81,30.0,84
47864,New Zealand,Pakistan,36,10,8.31,Chandigarh,94,36.0,181
46682,South Africa,Sri Lanka,90,9,7.94,Cape Town,52,38.0,170
9235,Australia,Sri Lanka,61,10,9.63,Adelaide,82,49.0,234
4352,England,India,139,4,8.1,Manchester,17,36.0,160
44879,India,Australia,92,10,9.05,Melbourne,59,45.0,185
43020,South Africa,Australia,49,7,5.25,Melbourne,64,26.0,102
3180,West Indies,Pakistan,60,7,5.22,Trinidad,51,12.0,125
35565,Pakistan,South Africa,105,9,10.0,Centurion,57,64.0,196
26197,Pakistan,Australia,188,6,9.56,St Lucia,2,70.0,192
35126,India,England,166,5,9.05,Mumbai,10,63.0,178
45716,Sri Lanka,New Zealand,37,8,6.17,Auckland,84,35.0,143
34346,West Indies,Australia,89,6,6.43,St Lucia,37,34.0,151
12332,Pakistan,England,37,8,7.4,Manchester,90,37.0,191
30782,Pakistan,England,57,9,8.14,Dubai,78,34.0,145
28769,Pakistan,South Africa,15,10,11.25,Abu Dhabi,112,15.0,120
49980,Pakistan,Bangladesh,34,6,3.24,Mirpur,57,15.0,130
26970,Pakistan,New Zealand,64,8,7.84,Dubai,71,43.0,154
18217,New Zealand,England,76,5,5.49,Manchester,37,26.0,124
510,South Africa,New Zealand,15,10,6.0,Auckland,105,15.0,186
18177,New Zealand,England,42,8,5.86,Manchester,77,34.0,124
25859,West Indies,Australia,39,8,7.09,St Lucia,87,29.0,106
31118,West Indies,Bangladesh,11,10,5.5,Mirpur,108,11.0,133
41314,India,Sri Lanka,130,6,6.45,Mirpur,0,29.0,131
20704,Sri Lanka,Pakistan,81,10,9.17,London,67,33.0,151
40616,Sri Lanka,New Zealand,42,7,5.86,Chittagong,77,18.0,120
10447,India,West Indies,80,10,11.71,Mumbai,79,66.0,241
47016,Pakistan,Bangladesh,44,9,8.8,Kolkata,90,44.0,202
39972,Australia,West Indies,41,8,7.94,Mirpur,89,39.0,179
2172,New Zealand,Australia,102,10,10.93,Auckland,64,56.0,244
31523,England,Afghanistan,56,9,8.0,Colombo,78,51.0,197
46208,Sri Lanka,West Indies,52,10,10.06,Pallekele,89,48.0,216
41253,India,Sri Lanka,64,9,6.3,Mirpur,59,40.0,131
24430,Australia,Bangladesh,96,4,5.88,Barbados,22,36.0,142
42684,England,Australia,138,8,9.0,Cardiff,28,65.0,183
29260,South Africa,Australia,145,4,7.37,Cape Town,2,52.0,147
5490,India,Sri Lanka,9,8,4.5,Colombo,108,9.0,175
21324,England,West Indies,92,8,8.49,London,55,43.0,162
5979,Sri Lanka,India,150,3,8.26,Colombo,11,32.0,153
43960,Pakistan,Bangladesh,6,10,3.0,Mirpur,108,6.0,142
12234,Pakistan,England,80,9,8.57,Manchester,64,45.0,196
8640,Pakistan,Australia,71,10,7.47,Dubai,63,30.0,151
28188,India,South Africa,67,9,9.14,Durban,76,49.0,169
12579,Sri Lanka,Pakistan,41,9,8.48,Lahore,91,41.0,183
25800,India,Sri Lanka,135,8,8.27,St Lucia,22,38.0,164
34113,South Africa,England,46,7,8.36,Manchester,87,41.0,78
3409,West Indies,Afghanistan,74,9,8.38,St Kitts,67,34.0,113
17290,Sri Lanka,Australia,7,9,5.25,Cape Town,112,7.0,102
5605,Bangladesh,India,1,10,2.0,Colombo,117,1.0,140
5524,India,Sri Lanka,49,8,6.84,Colombo,77,39.0,175
19783,Australia,West Indies,7,8,3.0,London,106,7.0,170
37175,South Africa,Sri Lanka,105,6,5.68,Colombo,9,43.0,116
37138,South Africa,Sri Lanka,58,6,4.64,Colombo,45,25.0,116
1220,West Indies,India,223,7,12.74,Lauderhill,15,49.0,246
44712,India,Australia,33,10,9.43,Adelaide,99,33.0,189
19474,Australia,South Africa,116,8,9.94,Melbourne,50,42.0,183
13216,Australia,India,54,9,8.53,Sydney,82,40.0,187
17500,Bangladesh,Pakistan,119,4,7.93,Cape Town,30,37.0,141
29706,Australia,India,85,8,7.61,Sydney,53,30.0,172
25748,India,Sri Lanka,73,9,8.94,St Lucia,71,47.0,164
40645,Sri Lanka,New Zealand,72,6,6.17,Chittagong,50,30.0,120
42175,Pakistan,Australia,86,1,4.69,Dubai,10,27.0,97
31984,Bangladesh,Pakistan,1,10,2.0,Pallekele,117,1.0,176
43244,England,South Africa,52,9,8.21,Cape Town,82,34.0,135
2949,Bangladesh,Sri Lanka,127,7,9.41,Colombo,39,45.0,177
28318,Pakistan,New Zealand,62,5,7.29,Auckland,69,26.0,144
34101,South Africa,England,35,8,10.0,Manchester,99,35.0,78
27019,Pakistan,New Zealand,120,5,7.66,Dubai,26,40.0,154
16537,Pakistan,Sri Lanka,7,10,7.0,Johannesburg,114,7.0,190
24142,Australia,Pakistan,79,8,8.46,St Lucia,64,40.0,192
49546,India,Bangladesh,147,6,8.24,Mirpur,13,66.0,167
1023,India,England,46,9,8.12,Bangalore,86,41.0,203
42149,Pakistan,Australia,62,3,4.38,Dubai,35,18.0,97
6618,South Africa,Pakistan,44,10,6.95,Johannesburg,82,41.0,189
1920,England,Australia,64,7,6.62,Melbourne,62,30.0,138
21981,Sri Lanka,Pakistan,109,4,6.11,London,13,39.0,139
18742,England,New Zealand,173,2,9.19,Auckland,7,54.0,185
536,South Africa,New Zealand,59,9,8.85,Auckland,80,45.0,186
4675,Sri Lanka,Pakistan,56,7,5.79,Abu Dhabi,62,24.0,103
28701,India,England,89,9,8.34,Manchester,56,48.0,166
48903,Afghanistan,West Indies,65,5,4.88,Nagpur,40,23.0,124
41608,Sri Lanka,Bangladesh,68,8,9.07,Chittagong,75,48.0,169
2261,England,New Zealand,24,9,8.0,Hamilton,102,24.0,195
6572,South Africa,Pakistan,184,5,9.68,Cape Town,6,42.0,193
30889,England,Pakistan,35,9,7.5,Dubai,92,35.0,151
44240,Sri Lanka,Pakistan,54,8,7.9,Colombo,79,36.0,173
31999,Bangladesh,Pakistan,22,10,7.76,Pallekele,103,22.0,176
43782,New Zealand,South Africa,108,7,8.1,Durban,40,38.0,152
7748,Bangladesh,West Indies,76,8,10.6,Lauderhill,77,50.0,185
40458,India,Australia,19,9,8.14,Mirpur,106,19.0,160
19574,Australia,New Zealand,58,7,7.1,Sydney,71,25.0,151
31230,West Indies,Bangladesh,132,2,6.6,Mirpur,0,35.0,133
34236,Pakistan,Bangladesh,112,4,6.93,Mirpur,23,32.0,136
24121,Australia,Pakistan,51,9,8.74,St Lucia,85,47.0,192
25134,England,South Africa,75,9,8.65,Barbados,68,38.0,169
14776,Australia,England,183,5,10.66,Sydney,17,42.0,222
23928,Pakistan,Bangladesh,132,10,9.1,St Lucia,33,55.0,173
44835,India,Australia,12,10,4.0,Melbourne,102,12.0,185
14865,New Zealand,Sri Lanka,107,7,9.17,Wellington,50,27.0,163
12820,Bangladesh,Pakistan,15,10,5.0,Lahore,102,15.0,142
34958,India,Sri Lanka,81,8,6.94,Pallekele,50,28.0,156
27249,Sri Lanka,India,133,7,10.93,Chandigarh,47,49.0,207
48513,New Zealand,Bangladesh,62,8,5.9,Kolkata,57,27.0,146
26713,Pakistan,England,49,9,7.95,Cardiff,83,36.0,127
36141,Pakistan,Australia,28,9,5.79,Dubai,91,24.0,152
25877,West Indies,Australia,56,7,6.59,St Lucia,69,27.0,106
39700,West Indies,Bangladesh,13,10,8.67,Mirpur,111,13.0,172
35103,India,England,109,5,7.52,Mumbai,33,25.0,178
19485,Australia,South Africa,140,8,10.37,Melbourne,39,53.0,183
29363,Australia,South Africa,103,5,6.44,Johannesburg,24,36.0,148
2411,New Zealand,Australia,66,8,9.66,Auckland,79,44.0,151
43398,England,South Africa,86,7,7.94,Johannesburg,55,39.0,172
29892,South Africa,New Zealand,6,10,3.6,Wellington,110,6.0,148
4983,India,South Africa,23,10,17.25,Johannesburg,112,23.0,204
16983,Sri Lanka,Bangladesh,86,6,6.45,Johannesburg,40,34.0,148
17002,Sri Lanka,Bangladesh,105,5,6.43,Johannesburg,22,31.0,148
26587,New Zealand,Australia,61,9,10.46,Christchurch,85,51.0,215
35409,New Zealand,South Africa,15,9,4.5,Durban,100,15.0,87
42524,England,New Zealand,85,7,8.64,Manchester,61,45.0,192
23189,Pakistan,Sri Lanka,105,7,8.18,Colombo,43,46.0,173
8347,Pakistan,Australia,11,10,6.0,Abu Dhabi,109,11.0,156
1874,England,Australia,15,9,6.92,Melbourne,107,15.0,138
36831,India,Pakistan,22,10,6.6,Bangalore,100,22.0,134
36383,Australia,Sri Lanka,27,9,5.59,Sydney,91,27.0,138
25882,West Indies,Australia,59,6,6.32,St Lucia,64,24.0,106
35105,India,England,110,5,7.42,Mumbai,31,25.0,178
23989,India,South Africa,24,9,5.54,St Lucia,94,24.0,187
23452,New Zealand,Sri Lanka,128,7,8.17,Colombo,26,44.0,171
48755,Australia,India,77,7,8.11,Chandigarh,63,22.0,161
1346,West Indies,India,127,2,7.4,Lauderhill,17,31.0,144
5264,India,South Africa,57,9,9.24,Cape Town,83,43.0,173
26102,Pakistan,Australia,32,10,6.62,St Lucia,91,32.0,192
3865,New Zealand,West Indies,222,7,11.89,Mount Maunganui,8,57.0,244
36363,Australia,Sri Lanka,7,10,4.67,Sydney,111,7.0,138
32588,India,Australia,129,4,6.85,Colombo,7,38.0,141
48086,India,Bangladesh,3,10,6.0,Bangalore,117,3.0,147
42437,New Zealand,Pakistan,112,6,7.23,Dubai,27,43.0,136
25916,West Indies,Australia,86,1,5.8,St Lucia,31,26.0,106
22934,Australia,Pakistan,78,5,6.88,Dubai,52,23.0,109
22745,South Africa,England,2,10,3.0,Centurion,116,2.0,242
610,South Africa,New Zealand,173,5,9.19,Auckland,7,46.0,186
22761,South Africa,England,18,10,5.68,Centurion,101,18.0,242
28085,Pakistan,South Africa,55,5,5.08,Abu Dhabi,55,20.0,121
29415,Sri Lanka,Australia,38,9,8.77,Pallekele,94,38.0,199
43214,England,South Africa,18,10,12.0,Cape Town,111,18.0,135
40016,Australia,West Indies,106,5,8.48,Mirpur,45,50.0,179
48042,England,Afghanistan,76,4,5.63,Delhi,39,25.0,143
8771,Pakistan,New Zealand,71,8,6.55,Abu Dhabi,55,40.0,149
15015,Sri Lanka,New Zealand,88,2,5.68,Auckland,27,29.0,116
28338,Pakistan,New Zealand,80,4,6.86,Auckland,50,18.0,144
33694,Sri Lanka,Pakistan,117,7,6.5,Colombo,12,31.0,140
13306,West Indies,New Zealand,2,10,4.0,Auckland,117,2.0,181
40743,Bangladesh,Australia,51,8,6.38,Mirpur,72,39.0,154
43519,South Africa,Bangladesh,73,8,6.84,Mirpur,56,36.0,149
43910,New Zealand,South Africa,120,6,8.47,Centurion,35,39.0,178
48189,India,Bangladesh,121,4,6.91,Bangalore,15,39.0,147
22887,Australia,Pakistan,37,10,10.57,Dubai,99,37.0,109
41832,South Africa,West Indies,26,10,6.5,Cape Town,96,26.0,166
25273,West Indies,India,73,10,6.54,Barbados,53,42.0,170
15474,West Indies,South Africa,110,10,10.65,Johannesburg,58,56.0,206
4047,Pakistan,New Zealand,86,10,9.74,Auckland,67,56.0,202
15590,West Indies,Bangladesh,59,9,6.94,Johannesburg,69,35.0,165
44936,India,Australia,181,7,9.2,Melbourne,2,48.0,185
11448,India,New Zealand,144,7,7.85,Mount Maunganui,10,40.0,164
31082,England,Pakistan,90,5,5.57,Abu Dhabi,23,24.0,130
2072,New Zealand,England,121,7,8.75,Wellington,37,49.0,197
16528,South Africa,England,151,3,7.74,Cape Town,3,58.0,155
36027,Australia,Pakistan,32,8,5.33,Dubai,84,23.0,90
33029,Pakistan,India,59,5,6.0,Colombo,61,23.0,129
42293,South Africa,West Indies,111,10,8.88,Durban,45,25.0,196
31543,England,Afghanistan,76,8,7.35,Colombo,58,37.0,197
43363,England,South Africa,38,9,7.12,Johannesburg,88,36.0,172
13534,New Zealand,West Indies,222,8,11.79,Mount Maunganui,7,63.0,239
2503,West Indies,Pakistan,12,10,6.0,Barbados,108,12.0,112
16866,Australia,Pakistan,112,6,8.0,Johannesburg,36,32.0,165
32169,New Zealand,Sri Lanka,82,9,7.94,Pallekele,58,45.0,175
16411,South Africa,England,4,10,4.0,Cape Town,114,4.0,155
42267,South Africa,West Indies,88,10,10.56,Durban,70,62.0,196
16144,Bangladesh,South Africa,134,2,7.31,Cape Town,10,29.0,145
9309,Australia,Sri Lanka,217,9,11.84,Adelaide,10,63.0,234
49755,Bangladesh,Sri Lanka,92,7,6.42,Mirpur,34,38.0,148
8064,New Zealand,India,140,5,8.16,Auckland,17,36.0,159
1303,West Indies,India,78,6,7.43,Lauderhill,57,26.0,144
36466,Australia,Sri Lanka,126,7,6.81,Sydney,9,43.0,138
28276,Pakistan,New Zealand,13,10,8.67,Auckland,111,13.0,144
22952,Australia,Pakistan,94,4,6.56,Dubai,34,25.0,109
6580,South Africa,Pakistan,0,10,0.0,Johannesburg,119,0.0,189
